CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip
7.62E+12,626370,,Merged,Contra Costa,Mt. Diablo Unified,Loma Visa Intermediate,1266 San Carlos Avenue,1266 San Carlos Ave.,Concord,94518
7.62E+12,626370,3956,Active,Contra Costa,Mt. Diablo Unified,Meadow Homes Elementary,1371 Detroit Avenue,1371 Detroit Ave.,Concord,94520-3521
7.62E+12,626370,3957,Active,Contra Costa,Mt. Diablo Unified,Monte Gardens Elementary,3841 Larkspur Drive,3841 Larkspur Dr.,Concord,94519-1152
7.62E+12,626370,3958,Active,Contra Costa,Mt. Diablo Unified,Mountain View Elementary,1705 Thornwood Drive,1705 Thornwood Dr.,Concord,94521-1999
7.62E+12,626370,3959,Active,Contra Costa,Mt. Diablo Unified,Mt. Diablo Elementary,5880 Mount Zion Drive,5880 Mt. Zion Dr.,Clayton,94517-1114
7.62E+12,626370,3962,Active,Contra Costa,Mt. Diablo Unified,Oak Grove Middle,2050 Minert Road,2050 Minert Rd.,Concord,94518-3428
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Oak Park Center,1649 Oak Park Boulevard,1649 Oak Park Blvd.,Pleasant Hill,94523
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Pacheco Elementary,1936 Carlotta Drive,1936 Carlotta Dr.,Concord,94519
7.62E+12,626370,3965,Active,Contra Costa,Mt. Diablo Unified,Pine Hollow Middle,5522 Pine Hollow Road,5522 Pine Hollow Rd.,Concord,94521-4799
7.62E+12,626370,3966,Active,Contra Costa,Mt. Diablo Unified,Sunrise (Special Education),1861 Silverwood Drive,1861 Silverwood Dr.,Concord,94519-1352
7.62E+12,626370,3967,Active,Contra Costa,Mt. Diablo Unified,Pleasant Hill Elementary,2097 Oak Park Boulevard,2097 Oak Park Blvd.,Pleasant Hill,94523-4033
7.62E+12,626370,7319,Active,Contra Costa,Mt. Diablo Unified,Sequoia Elementary,277 Boyd Road,277 Boyd Rd.,Pleasant Hill,94523-3796
7.62E+12,626370,3969,Active,Contra Costa,Mt. Diablo Unified,Riverview Middle,205 Pacifica Avenue,205 Pacifica Ave.,Bay Point,94565-2995
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,San Miguel Elementary,245 El Divisadero,245 El Divisadero,Walnut Creek,94596
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Shadelands (Special Education),1860 Silverwood Drive,1860 Silverwood Dr.,Concord,94519-1351
7.62E+12,626370,3972,Active,Contra Costa,Mt. Diablo Unified,Shore Acres Elementary,351 Marina Road,351 Marina Rd.,Bay Point,94565-1399
7.62E+12,626370,3973,Active,Contra Costa,Mt. Diablo Unified,Silverwood Elementary,1649 Claycord Avenue,1649 Claycord Ave.,Concord,94521-2299
7.62E+12,626370,3974,Active,Contra Costa,Mt. Diablo Unified,Strandwood Elementary,416 Gladys Drive,416 Gladys Dr.,Pleasant Hill,94523-2749
7.62E+12,626370,3975,Active,Contra Costa,Mt. Diablo Unified,Sun Terrace Elementary,2448 Floyd Lane,2448 Floyd Ln.,Concord,94520-1499
7.62E+12,626370,3977,Active,Contra Costa,Mt. Diablo Unified,Valhalla Elementary,530 Kiki Drive,530 Kiki Dr.,Pleasant Hill,94523-1717
7.62E+12,626370,3978,Active,Contra Costa,Mt. Diablo Unified,Valle Verde Elementary,3275 Peachwillow Lane,3275 Peachwillow Ln.,Walnut Creek,94598-1711
7.62E+12,626370,3979,Active,Contra Costa,Mt. Diablo Unified,Valley View Middle,181 Viking Drive,181 Viking Dr.,Pleasant Hill,94523-1808
7.62E+12,626370,3980,Active,Contra Costa,Mt. Diablo Unified,Walnut Acres Elementary,180 Cerezo Drive,180 Cerezo Dr.,Walnut Creek,94598-3799
7.62E+12,626370,3981,Active,Contra Costa,Mt. Diablo Unified,Westwood Elementary,1748 West Street,1748 West St.,Concord,94521-1008
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Williams Elementary,2895 East Street,2895 East St.,Concord,94520
7.62E+12,626370,3983,Active,Contra Costa,Mt. Diablo Unified,Woodside Elementary,761 San Simeon Drive,761 San Simeon Dr.,Concord,94518-2337
7.62E+12,626370,3984,Active,Contra Costa,Mt. Diablo Unified,Wren Avenue Elementary,3339 Wren Avenue,3339 Wren Ave.,Concord,94519-2328
7.62E+12,626370,3985,Active,Contra Costa,Mt. Diablo Unified,Ygnacio Valley Elementary,2217 Chalomar Road,2217 Chalomar Rd.,Concord,94518-2595
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Castle Rock Elementary,800 Hutchinson Road,800 Hutchinson Rd.,Walnut Creek,94598
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Willow Creek Elementary,2400 Lisa Lane,2400 Lisa Ln.,Pleasant Hill,94523
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Clayton Valley Special(Eh),,,,
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Treat Learning Center,1135 Lacey Lane,1135 Lacey Ln.,Concord,94520
7.62E+12,626370,9406,Active,Contra Costa,Mt. Diablo Unified,Rio Vista Elementary,611 Pacifica Avenue,611 Pacifica Ave.,Bay Point,94565-1359
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Pleasant Hill Adult Center,3100 Oak Park Boulevard,3100 Oak Park Blvd.,Pleasant Hill,94523
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Delta Center (Special Ed.),3100 Oak Park Boulevard,3100 Oak Park Blvd.,Pleasant Hill,94523-4417
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Crawford Village Center,1250 San Carlos Avenue,1250 San Carlos Ave.,Concord,94520
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Hillcrest Center,2900 Avon Avenue,2900 Avon Ave.,Concord,94520
7.62E+12,626370,,Closed,Contra Costa,Mt. Diablo Unified,Foster Child Program,2730 Salvio Street,2730 Salvio St.,Concord,94519
7.62E+12,626370,9407,Closed,Contra Costa,Mt. Diablo Unified,Home and Hospital,3100 Oak Park Boulevard,3100 Oak Park Blvd.,Pleasant Hill,94523
7.62E+12,626370,8916,Active,Contra Costa,Mt. Diablo Unified,Sequoia Middle,265 Boyd Road,265 Boyd Rd.,Pleasant Hill,94523-3297
7.62E+12,626370,1967,Active,Contra Costa,Mt. Diablo Unified,Diablo View Middle,300 Diablo View Lane,300 Diablo View Ln.,Clayton,94517-1600
7.62E+12,626370,2956,Active,Contra Costa,Mt. Diablo Unified,Gregory Gardens Elementary,1 Corritone Court,1 Corritone Ct.,Pleasant Hill,94523-2299
7.62E+12,626370,7076,Active,Contra Costa,Mt. Diablo Unified,Pleasant Hill Middle,1 Santa Barbara Road,1 Santa Barbara Rd.,Pleasant Hill,94503-4215
7.62E+12,626370,8688,Active,Contra Costa,Mt. Diablo Unified,Eagle Peak Montessori,800 Hutchinson Road,800 Hutchinson Rd.,Walnut Creek,94598-4505
7.62E+12,626370,,Merged,Contra Costa,Mt. Diablo Unified,Williams Preschool Center,285 East Street,285 East St.,Concord,94520
7.62E+12,628080,,Active,Contra Costa,Oakley Union Elementary,,91 Mercedes Lane,91 Mercedes Ln.,Oakley,94561-4617
7.62E+12,628080,11575,Active,Contra Costa,Oakley Union Elementary,Iron House Elementary,4801 Frank Hengel Way,4801 Frank Hengel Way,Oakley,94561-4617
7.62E+12,628080,13786,Active,Contra Costa,Oakley Union Elementary,Almond Grove Elementary,5000 Amaryllis Street,5000 Amaryllis St.,Oakley,94561-2206
7.62E+12,628080,4327,Active,Contra Costa,Oakley Union Elementary,Oakley Elementary,501 Norcross Lane,501 Norcross Ln.,Oakley,94561-2189
7.62E+12,628080,,Closed,Contra Costa,Oakley Union Elementary,Oakley Middle,Norcross Lane,Norcross Ln.,Oakley,94561
7.62E+12,628080,4326,Active,Contra Costa,Oakley Union Elementary,Gehringer Elementary,100 Simoni Ranch Road,100 Simoni Ranch Rd.,Oakley,94561-2713
7.62E+12,628080,9966,Active,Contra Costa,Oakley Union Elementary,O'Hara Park Middle,1100 O'Hara Avenue,1100 O'Hara Ave.,Oakley,94561-3502
7.62E+12,628080,186,Active,Contra Costa,Oakley Union Elementary,Laurel Elementary,1141 Laurel Road,1141 Laurel Rd.,Oakley,94561-5906
7.62E+12,628080,190,Active,Contra Costa,Oakley Union Elementary,Vintage Parkway Elementary,1000 Vintage Parkway,1000 Vintage Pkwy.,Oakley,94561-3161
7.62E+12,628080,8689,Active,Contra Costa,Oakley Union Elementary,Delta Vista Middle,4901 Frank Hengel Way,4901 Frank Hengel Way,Oakley,94561-3712
7.62E+12,628860,,Active,Contra Costa,Orinda Union Elementary,,8 Altarinda Road,8 Altarinda Rd.,Orinda,94563-2603
7.62E+12,628860,4470,Active,Contra Costa,Orinda Union Elementary,Del Rey Elementary,25 El Camino Moraga,25 El Camino Moraga,Orinda,94563-4117
7.62E+12,628860,4471,Active,Contra Costa,Orinda Union Elementary,Glorietta Elementary,15 Martha Road,15 Martha Rd.,Orinda,94563-3558
7.62E+12,628860,,Closed,Contra Costa,Orinda Union Elementary,Inland Valley Elementary,70 Ivy Drive,70 Ivy Dr.,Orinda,94563
7.62E+12,628860,4472,Active,Contra Costa,Orinda Union Elementary,Orinda Intermediate,80 Ivy Drive,80 Ivy Dr.,Orinda,94563-4244
7.62E+12,628860,,Closed,Contra Costa,Orinda Union Elementary,Orinda Elem.,26 Orinda Way,26 Orinda Way,Orinda,94563
7.62E+12,628860,,Closed,Contra Costa,Orinda Union Elementary,Pine Grove Intermediate,12 Altarinda Road,12 Altarinda Rd.,Orinda,94563
7.62E+12,628860,4473,Active,Contra Costa,Orinda Union Elementary,Sleepy Hollow Elementary,20 Washington Lane,20 Washington Ln.,Orinda,94563-1325
7.62E+12,628860,7077,Active,Contra Costa,Orinda Union Elementary,Wagner Ranch Elementary,350 Camino Pablo,350 Camino Pablo,Orinda,94563-1602
7.62E+12,630600,,Active,Contra Costa,Pittsburg Unified,,2000 Railroad Avenue,2000 Railroad Ave.,Pittsburg,94565-3830
7.62E+12,630600,12268,Active,Contra Costa,Pittsburg Unified,Marina Vista Elementary,50 East Eighth Street,50 East Eighth St.,Pittsburg,94565-2442
7.62E+12,630600,13016,Active,Contra Costa,Pittsburg Unified,Martin Luther King Jr. Junior High,2012 Carion Court,2012 Carion Ct.,Pittsburg,94565-4116
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,Pittsburg Adult Center,350 E. 10th Street,350 E. 10th St.,Pittsburg,94565
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,Downtown Center,350 E. 10th Street,350 E. 10th St.,Pittsburg,94565
7.62E+12,630600,7821,Active,Contra Costa,Pittsburg Unified,Black Diamond High (Continuation),1131 Stoneman Avenue,1131 Stoneman Ave.,Pittsburg,94565-5466
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,Grasp Independent Study,809 Black Diamond Street,809 Black Diamond St.,Pittsburg,94565
7.62E+12,630600,7078,Closed,Contra Costa,Pittsburg Unified,Pittsburg Unified Community Day,809 Black Diamond,809 Black Diamond,Pittsburg,94565
7.62E+12,630600,8459,Closed,Contra Costa,Pittsburg Unified,Independent Learning Center,1025A Black Diamond Street,1025A Black Diamond St.,Pittsburg,94565-2558
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,Marina High (Cont.),809 Black Diamond,809 Black Diamond,Pittsburg,94565
7.62E+12,630600,13349,Active,Contra Costa,Pittsburg Unified,Pittsburg Adult Education Center,20 East 10th Street,20 East 10th St.,Pittsburg,94565-2599
7.62E+12,630600,4752,Active,Contra Costa,Pittsburg Unified,Pittsburg Senior High,1750 Harbor Street,1750 Harbor St.,Pittsburg,94565-4615
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,Pittsburg Senior High South,1201 Stoneman Avenue,1201 Stoneman Ave.,Pittsburg,94565
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,El Pueblo Elem (Defunct),,,,
7.62E+12,630600,4747,Active,Contra Costa,Pittsburg Unified,Heights Elementary,163 Alturas Avenue,163 Alturas Ave.,Pittsburg,94565-5883
7.62E+12,630600,4748,Active,Contra Costa,Pittsburg Unified,Highlands Elementary,4141 Harbor Street,4141 Harbor St.,Pittsburg,94565-6199
7.62E+12,630600,4750,Active,Contra Costa,Pittsburg Unified,Los Medanos Elementary,610 Crowley Avenue,610 Crowley Ave.,Pittsburg,94565-4798
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,Marina Elementary,C/O Village Elementary,C/O Village Elementary,Pittsburg,94565
7.62E+12,630600,4751,Active,Contra Costa,Pittsburg Unified,Parkside Elementary,985 West 17th Street,985 West 17th St.,Pittsburg,94565-3716
7.62E+12,630600,4753,Active,Contra Costa,Pittsburg Unified,Willow Cove Elementary,1880 Hanlon Way,1880 Hanlon Way,Pittsburg,94565-3835
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,Central Junior High,351 School Street,351 School St.,Pittsburg,94565
7.62E+12,630600,4749,Active,Contra Costa,Pittsburg Unified,Hillview Junior High,333 Yosemite Drive,333 Yosemite Dr.,Pittsburg,94565-5285
7.62E+12,630600,,Merged,Contra Costa,Pittsburg Unified,Martin Luther King Preschool,950 El Pueblo Drive,950 El Pueblo Dr.,Pittsburg,94565
7.62E+12,630600,4743,Active,Contra Costa,Pittsburg Unified,Rancho Medanos Junior High,2301 Range Road,2301 Range Rd.,Pittsburg,94565-5495
7.62E+12,630600,4746,Active,Contra Costa,Pittsburg Unified,Foothill Elementary,1200 Jensen Drive,1200 Jensen Dr.,Pittsburg,94565-6399
7.62E+12,630600,9995,Active,Contra Costa,Pittsburg Unified,Stoneman Elementary,2929 Loveridge Road,2929 Loveridge Rd.,Pittsburg,94565-5132
7.62E+12,630600,,Closed,Contra Costa,Pittsburg Unified,Willow Cove Elementary,New Name/Location Only,New Name/Location Only,Pittsburg,94565
7.62E+12,630600,7955,Closed,Contra Costa,Pittsburg Unified,Elementary Community Day,1125 Black Diamond Street,1125 Black Diamond St.,Pittsburg,94565
7.62E+12,632550,,Active,Contra Costa,West Contra Costa Unified,,1108 Bissell Avenue,1108 Bissell Ave.,Richmond,94801-3135
7.62E+12,632550,11225,Active,Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,880 Bissell Avenue,880 Bissell Ave.,Richmond,94801-2411
7.62E+12,632550,11576,Active,Contra Costa,West Contra Costa Unified,Richmond College Preparatory,214 South 11th Street,214 South 11th St.,Richmond,94804-2474
7.62E+12,632550,12067,Closed,Contra Costa,West Contra Costa Unified,West County Community High,777 Sonoma Street,777 Sonoma St.,Richmond,94805-1534
7.62E+12,632550,12839,Active,Contra Costa,West Contra Costa Unified,Cameron,7140 Gladys Avenue,7140 Gladys Ave.,El Cerrito,94530-3108
7.62E+12,632550,12353,Closed,Contra Costa,West Contra Costa Unified,WCCUSD Community Day School Program,715 Chanslor Avenue,715 Chanslor Ave.,Richmond,94801-3533
7.62E+12,632550,13164,Active,Contra Costa,West Contra Costa Unified,Richmond Charter Academy,3200 Barrett Avenue,3200 Barrett Ave.,Richmond,94804-1718
7.62E+12,632550,13753,Active,Contra Costa,West Contra Costa Unified,Richmond Charter Elementary-Benito Juarez,777 Sonoma Street,777 Sonoma St.,Richmond,94805-1534
7.62E+12,632550,,Active,Contra Costa,West Contra Costa Unified,Aspire Richmond Ca. College Preparatory Academy,3040 Hilltop Mall Road,3040 Hilltop Mall Rd.,Richmond,94806
7.62E+12,632550,,Active,Contra Costa,West Contra Costa Unified,Aspire Richmond Technology Academy,3040 Hilltop Mall Road,3040 Hilltop Mall Rd.,Richmond,94806
7.62E+12,632550,,Active,Contra Costa,West Contra Costa Unified,John Henry High,251 South 12th Street,251 South 12th St.,Richmond,94804-2411
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Richmond Unified Alter. Ed.,2465 Dolan Way,2465 Dolan Way,San Pablo,94806
7.62E+12,632550,9621,Active,Contra Costa,West Contra Costa Unified,North Campus Continuation,2465 Dolan Way,2465 Dolan Way,San Pablo,94806-1668
7.62E+12,632550,9622,Active,Contra Costa,West Contra Costa Unified,Middle College High,2600 Mission Bell Drive,2600 Mission Bell Dr.,San Pablo,94806-3195
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,North Campus (Cont.) High,2465 Dolan Way,2465 Dolan Way,San Pablo,94806
7.62E+12,632550,10198,Active,Contra Costa,West Contra Costa Unified,Vista High (Alternative),2625 Barnard Road,2625 Barnard Rd.,San Pablo,94806-2703
7.62E+12,632550,225,Closed,Contra Costa,West Contra Costa Unified,Delta Continuation High,5000 Valley View Road,5000 Valley View Rd.,Richmond,94803-2599
7.62E+12,632550,234,Closed,Contra Costa,West Contra Costa Unified,Kappa Continuation High,4300 Cutting Boulevard,4300 Cutting Blvd.,Richmond,94804-3399
7.62E+12,632550,235,Closed,Contra Costa,West Contra Costa Unified,Omega Continuation High,1250 23rd Street,1250 23rd St.,Richmond,94804-1091
7.62E+12,632550,240,Closed,Contra Costa,West Contra Costa Unified,Sigma Continuation High,2900 Pinole Valley Road,2900 Pinole Valley Rd.,Pinole,94564-1499
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Cameron Special Education,7140 Gladys Avenue,7140 Gladys Ave.,El Cerrito,94530-2499
7.62E+12,632550,7956,Closed,Contra Costa,West Contra Costa Unified,Transition Learning Center,2465 Dolan Way,2465 Dolan Way,San Pablo,94806-1644
7.62E+12,632550,8690,Closed,Contra Costa,West Contra Costa Unified,Alternative Education Learning Center Charter,7628 Potrero Avenue,7628 Potrero Ave.,El Cerrito,94530
7.62E+12,632550,8691,Active,Contra Costa,West Contra Costa Unified,Hercules High,1900 Refugio Valley Road,1900 Refugio Valley Rd.,Hercules,94547-1554
7.62E+12,632550,5018,Active,Contra Costa,West Contra Costa Unified,De Anza High,5000 Valley View Road,5000 Valley View Rd.,Richmond,94803-2599
7.62E+12,632550,5022,Active,Contra Costa,West Contra Costa Unified,El Cerrito High,540 Ashbury Avenue,540 Ashbury Ave.,El Cerrito,94530-3299
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Ells High,130 33rd Street,130 33rd St.,Richmond,94804
7.62E+12,632550,5031,Active,Contra Costa,West Contra Costa Unified,Greenwood Academy,831 Chanslor Avenue,831 Chanslor Ave.,Richmond,94801-3533
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Gompers Hi (Defunct),924 S. 47th Street,924 S. 47th St.,Richmond,94804
7.62E+12,632550,5037,Active,Contra Costa,West Contra Costa Unified,John F. Kennedy High,4300 Cutting Boulevard,4300 Cutting Blvd.,Richmond,94804-3399
7.62E+12,632550,5052,Active,Contra Costa,West Contra Costa Unified,Pinole Valley High,2900 Pinole Valley Road,2900 Pinole Valley Rd.,Pinole,94564-1499
7.62E+12,632550,5055,Active,Contra Costa,West Contra Costa Unified,Richmond High,1250 23rd Street,1250 23rd St.,Richmond,94804-1091
7.62E+12,632550,13381,Active,Contra Costa,West Contra Costa Unified,West Contra Costa Adult Education,6028 Ralston Avenue,6028 Ralston Ave.,Richmond,94805-1202
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Alvarado Elementary,5625 Sutter Avenue,5625 Sutter Ave.,Richmond,94804
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Balboa Elementary,1001 S. 57th Street,1001 S. 57th St.,Richmond,94804
7.62E+12,632550,5009,Active,Contra Costa,West Contra Costa Unified,Bayview Elementary,3001 16th Street,3001 16th St.,San Pablo,94806-2353
7.62E+12,632550,,Merged,Contra Costa,West Contra Costa Unified,Belding Elementary,989 18th Street,989 18th St.,Richmond,94801
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Broadway Elementary,Merritt and Baker Streets,Merritt and Baker Sts.,San Pablo,94806
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Cameron Elementary,7140 Gladys Avenue,7140 Gladys Ave.,El Cerrito,94530
7.62E+12,632550,5013,Closed,Contra Costa,West Contra Costa Unified,Castro Elementary,7125 Donal Avenue,7125 Donal Ave.,El Cerrito,94530-2499
7.62E+12,632550,5014,Active,Contra Costa,West Contra Costa Unified,Collins Elementary,1224 Pinole Valley Road,1224 Pinole Valley Rd.,Pinole,94564-1300
7.62E+12,632550,5015,Active,Contra Costa,West Contra Costa Unified,Coronado Elementary,2100 Maine Avenue,2100 Maine Ave.,Richmond,94804-2798
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Cortez Elementary,627 South 30th Street,627 South 30th St.,Richmond,94804
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Del Mar Elementary,960 Avis Drive,960 Avis Dr.,El Cerrito,94532
7.62E+12,632550,5020,Active,Contra Costa,West Contra Costa Unified,Dover Elementary,1871 21st Street,1871 21st St.,San Pablo,94806-4400
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,El Monte Elementary,2060 Tapscott Avenue,2060 Tapscott Ave.,El Cerrito,94530
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,El Portal Elementary,2600 Moraga Road,2600 Moraga Rd.,San Pablo,94806
7.62E+12,632550,5025,Closed,Contra Costa,West Contra Costa Unified,El Sobrante Elementary,1060 Manor Road,1060 Manor Rd.,El Sobrante,94803-1336
7.62E+12,632550,5026,Active,Contra Costa,West Contra Costa Unified,Ellerhorst Elementary,3501 Pinole Valley Road,3501 Pinole Valley Rd.,Pinole,94564-1299
7.62E+12,632550,10022,Active,Contra Costa,West Contra Costa Unified,Highland Elementary,2829 Moyers Road,2829 Moyers Rd.,Richmond,94806-2728
7.62E+12,632550,5029,Active,Contra Costa,West Contra Costa Unified,Fairmont Elementary,724 Kearney Street,724 Kearney St.,El Cerrito,94530-3108
7.62E+12,632550,5030,Active,Contra Costa,West Contra Costa Unified,Ford Elementary,2711 Maricopa Avenue,2711 Maricopa Ave.,Richmond,94804-1091
7.62E+12,632550,5032,Active,Contra Costa,West Contra Costa Unified,Grant Elementary,2400 Downer Avenue,2400 Downer Ave.,Richmond,94804-1458
7.62E+12,632550,5033,Active,Contra Costa,West Contra Costa Unified,Harding Elementary,7230 Fairmont Avenue,7230 Fairmont Ave.,El Cerrito,94530-3797
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Hillview Elementary,3800 Clark Road,3800 Clark Rd.,El Sobrante,94803
7.62E+12,632550,5038,Active,Contra Costa,West Contra Costa Unified,Kensington Elementary,90 Highland Boulevard,90 Highland Blvd.,Kensington,94708-1023
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Kerry Hills Elementary,2465 Dolan Way,2465 Dolan Way,San Pablo,94806
7.62E+12,632550,5041,Active,Contra Costa,West Contra Costa Unified,Lake Elementary,2700 Eleventh Street,2700 Eleventh St.,San Pablo,94806-2298
7.62E+12,632550,5042,Active,Contra Costa,West Contra Costa Unified,Lincoln Elementary,29 Sixth Street,29 Sixth St.,Richmond,94801-3595
7.62E+12,632550,5043,Active,Contra Costa,West Contra Costa Unified,Madera Elementary,8500 Madera Drive,8500 Madera Dr.,El Cerrito,94530-2051
7.62E+12,632550,5044,Active,Contra Costa,West Contra Costa Unified,Mira Vista Elementary,6397 Hazel Avenue,6397 Hazel Ave.,Richmond,94805-2099
7.62E+12,632550,5045,Active,Contra Costa,West Contra Costa Unified,Montalvin Manor Elementary,300 Christine Drive,300 Christine Dr.,San Pablo,94806-1199
7.62E+12,632550,5046,Active,Contra Costa,West Contra Costa Unified,Murphy Elementary,4350 Valley View Road,4350 Valley View Rd.,El Sobrante,94803-1499
7.62E+12,632550,5047,Active,Contra Costa,West Contra Costa Unified,Nystrom Elementary,230 Harbour Way South,230 Harbour Way South,Richmond,94804-2428
7.62E+12,632550,5049,Active,Contra Costa,West Contra Costa Unified,Olinda Elementary,5855 Olinda Road,5855 Olinda Rd.,El Sobrante,94803-3589
7.62E+12,632550,5050,Active,Contra Costa,West Contra Costa Unified,Peres Elementary,719 Fifth Street,719 Fifth St.,Richmond,94801-2655
7.62E+12,632550,5040,Active,Contra Costa,West Contra Costa Unified,"Martin Luther King, Jr. Elementary",4022 Florida Ave,4022 Florida Ave,Richmond,94804-3398
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Rancho Elementary,3535 El Portal Drive,3535 El Portal Dr.,Richmond,94803
7.62E+12,632550,5056,Active,Contra Costa,West Contra Costa Unified,Riverside Elementary,1300 Amador Street,1300 Amador St.,Richmond,94806-4098
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Serra Elementary,6028 Ralston Avenue,6028 Ralston Ave.,Richmond,94805
7.62E+12,632550,5059,Active,Contra Costa,West Contra Costa Unified,Shannon Elementary,685 Marlesta Road,685 Marlesta Rd.,Pinole,94564-2899
7.62E+12,632550,5060,Active,Contra Costa,West Contra Costa Unified,Sheldon Elementary,2601 May Road,2601 May Rd.,Richmond,94803-3196
7.62E+12,632550,5061,Active,Contra Costa,West Contra Costa Unified,Stege Elementary,4949 Cypress Avenue,4949 Cypress Ave.,Richmond,94804-4499
7.62E+12,632550,5062,Active,Contra Costa,West Contra Costa Unified,Stewart Elementary,2040 Hoke Drive,2040 Hoke Dr.,Pinole,94564-1899
7.62E+12,632550,5063,Active,Contra Costa,West Contra Costa Unified,Tara Hills Elementary,2300 Dolan Way,2300 Dolan Way,San Pablo,94806-1699
7.62E+12,632550,5064,Active,Contra Costa,West Contra Costa Unified,Valley View Elementary,3416 Maywood Drive,3416 Maywood Dr.,Richmond,94803-2099
7.62E+12,632550,5065,Active,Contra Costa,West Contra Costa Unified,Verde Elementary,2000 Giaramita Street,2000 Giaramita St.,Richmond,94801-1699
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Vista Hills Elem. (Special Edu,2625 Barnard Road,2625 Barnard Rd.,Richmond,94806
7.62E+12,632550,5067,Active,Contra Costa,West Contra Costa Unified,Washington Elementary,565 Wine Street,565 Wine St.,Richmond,94801-4054
7.62E+12,632550,5068,Active,Contra Costa,West Contra Costa Unified,Wilson Elementary,629 42nd Street,629 42nd St.,Richmond,94805-1898
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Woods Elementary,1707 Pennsylvania Avenue,1707 Pennsylvania Ave.,Richmond,94801
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,"Miller (George, Jr.) Center, West",2801 Robert H. Miller Drive,2801 Robert H. Miller Dr.,Richmond,94806
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,"Miller (George, Jr.) Center, East",2801 Robert H. Miller Drive,2801 Robert H. Miller Dr.,Richmond,94803
7.62E+12,632550,9428,Closed,Contra Costa,West Contra Costa Unified,Adams Middle,5000 Patterson Circle,5000 Patterson Cir.,Richmond,94805-1599
7.62E+12,632550,9184,Active,Contra Costa,West Contra Costa Unified,Edward M. Downer Elementary,1231 18th Street,1231 18th St.,San Pablo,94806-4731
7.62E+12,632550,5034,Active,Contra Costa,West Contra Costa Unified,Helms Middle,2500 Road 20,2500 Road 20,San Pablo,94806-5010
7.62E+12,632550,5051,Active,Contra Costa,West Contra Costa Unified,Pinole Middle,1575 Mann Drive,1575 Mann Dr.,Pinole,94564-4042
7.62E+12,632550,5053,Active,Contra Costa,West Contra Costa Unified,Fred T. Korematsu Middle,1021 Navellier Street,1021 Navellier St.,El Cerrito,94530-2691
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Roosevelt Jr. High,157 Ninth Street,157 Ninth St.,Richmond,94801
7.62E+12,632550,5017,Active,Contra Costa,West Contra Costa Unified,Crespi Junior High,1121 Allview Avenue,1121 Allview Ave.,El Sobrante,94803-1099
